ID,Company,Job_Title,YOE,Location,Est_Salary,Job_Description,Link,Min_level,Max_level,VN,Overseas,Remote,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Others,Bachelor,Master,PhD,predicted_salary
1836,TalentJDI's Client,Data Analyst Intern ( 3 months ),0,HCM,200,"Strong hands-on knowledge of MS Word, Excel and PowerPoint, Power BI Knowledge of programming languages (R, Python, SQL)",https://talentjdi.com/job/data-analyst-intern-dai02/,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
3396,VNG Corporation,"Data & Analytics Lab, AI Intern",0,HN,200,"Students in 2nd, 3rd or 4th years in Computer Science or related technical field or equivalent practical experience",https://careerbuilder.vn/en/search-job/data-analytics-lab-ai-intern.35BD11FE.html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,392.3935082212183
1566,Trusting Social,Data Reconciliation Intern ( Finance Operations ),0,HCM,200,"Proficient in Word, Excel; Opportunity to learn about data analysis, data management, and communication skills.",https://www.trustingsocial.com/careers/openings/reconciliation-intern-(finance-operations)-571628,0,0,1,0,0,0,0,1,0,0,0,0,0,0,326.5943395
3132,Sika,"Procurement Analyst, Intern",0,Dong Nai,200,"Good numerical and data skills, proficient Excel skills; Duration: 3 months (1st June to 30th August 2023)",https://www.linkedin.com/jobs/view/3618289707,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
773,Savills,Market Research Intern,0,HN,200,"Tracking quarterly price movements, primary and secondary supply in all property market asset classes.",https://www.savills.com.vn/talk-to-us/careers/current-vacancies/internship-vacancies/intern-of-market-research.aspx,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
5376,Sika,"Procurement Analyst, Intern",0,"HCM*, Dong Nai",200,"Good numerical and data skills, proficient Excel skills; Duration: 6 months (Aug 2023 - Jan 2024)",https://www.linkedin.com/jobs/view/3677675302,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
1838,TalentJDI's Client,Data Engineer Intern,0,HCM,200,Good knowledge and experience using Python for data processing. Experience with SQL and NoSQL.,https://talentjdi.com/job/data-engineer-intern-dei01/,0,0,1,0,0,1,0,0,0,0,0,0,0,0,249.6695947975948
2479,Enouvo,Machine Learning / AI Intern,0,Da Nang,200,"Have a good grasp of Mathematics especially Linear Algebra, Probability, Discrete Math",https://enouvo.com/careers/machine-learning-ai-intern-2/,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
3031,NielsenIQ ( NIQ ),Project Management Intern,0,HCM,200,Proficient in Excel; Fresh graduates or 4th-year students who can work full-time;,https://www.linkedin.com/jobs/view/3616156174/,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
4345,Socotec,Data Analyst Intern,0,HN,200,Proficient in data analysis & visualization tools such as PowerBI,https://www.topcv.vn/viec-lam/data-analyst-intern/1059342.html,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
3464,MLTech Soft,AI Engineer Intern,0,HCM,200,Basic knowledge of ML/DL and Image Processing/Computer Vision,https://www.linkedin.com/jobs/view/ai-engineer-intern-at-mltech-soft-3629507348,0,0,1,0,0,1,0,0,0,0,0,0,0,0,249.6695947975948
774,Savills,Valuation and Feasibility Study Intern,0,HN,200,Minimizing risk while maximizing returns for our clients.,https://www.savills.com.vn/talk-to-us/careers/current-vacancies/internship-vacancies/intern-of-valuation-and-feasibility-study.aspx,0,0,1,0,0,0,0,0,0,0,0,0,0,0,392.3935082212183
1517,Algotrade,Algorithmic Trading Intern,0,HCM,200,Able to commit 20 hours a week in 6 months,https://www.algotrade.vn/internship,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
5721,Bach Hoa Xanh,"Data Analyst, Intern",0,HCM,200,Final year student or recent graduate; Minimum 4 days/week to study and work at the company.,https://vieclam.thegioididong.com/tuyen-dung/thuc-tap-sinh-mang-phan-tich-du-lieu-bach-hoa-xanh-data-analyst-toi-uu-van-hanh-ba-454,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
3288,Publicis Groupe,"Strategic Planning Trainee, Saatchi & Saatchi",0,HCM,200,Strong ability to research and synthesize large amounts of data and information; Clearly present data that drives innovation,https://jobs.smartrecruiters.com/PublicisGroupe/743999911324515-strategic-planning-trainee,0,0,1,0,0,0,0,1,0,0,1,0,0,0,224.4260413042498
3194,Concung,Finance Intern,0,HCM,210,"Trained to understand how to build and standardize core data sets (Master Data) in the Finance - Accounting system of retail businesses.; Priority is given to 4th year university students, fresh graduates, majoring in Accounting and Finance;",https://careerstart.vn/vi/tim-viec-lam/finance-intern.35A8257C.html,0,0,1,0,0,0,0,1,0,0,0,0,1,0,441.74046987796805
5804,VPBank,Integrated Risk Management Intern,0,HN,210,"Senior student or higher level majored in Economics, Finance, Banking, Risk Management, Mathematics, Mathematics – Applied Informatics, Economic Mathematics, Quantitative Finance or other related major.",https://www.linkedin.com/jobs/view/3688153106/,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
5616,WorldQuant,WQBRAIN Research Intern,0,HN,210,"Possess or expect a Bachelor’s degree or advanced degree in engineering, science, mathematics, finance or any other related field that is highly analytical and quantitative from a leading universit",https://www.worldquant.com/career-listing/?id=4248900006,0,0,1,0,0,0,0,0,0,0,1,1,0,0,319.35572322410127
5947,Ninja Van,Data Analyst Intern,0,HCM,210,"Final year student or graduated from College/University majoring in Information Technology, Computer Science, Software Engineering, Mathematical Information Technology or equivalent majors",https://www.topcv.vn/viec-lam/thuc-tap-sinh-data-analyst/1100983.html,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
6088,VNG Corporation,"Data Science Intern, Zalopay",0,HCM,210,"Strong machine learning/statistics background with hands-on experience in academia and/or industry, sourcing, cleaning, manipulating and analyzing large volumes of data;",https://career.vng.com.vn/tim-kiem-viec-lam/chi-tiet/4835-data-science-intern-zalopay-vi,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
4619,Bang Huu ( Amigo Technologies ),Data Specialist Intern,0,HN,210,"Trained in skills for Data Specialist position; Can participate in internship: full time 2-3 days/week, or part time at least 70% of sessions/week.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-data/1066536.html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,392.3935082212183
3532,BAP IT,SAP Intern,0,HCM,210,"3rd/ final year, or graduated student with background in Finance, Accounting, Business Administration, Information Systems or related; JLPT N3",https://www.linkedin.com/jobs/view/3629541147,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
5468,UNDP,GCF2 Database Management Support Intern,0,HN,210,"Proficiency in database management and statistical software(s) (e.g., STATA, SPSS, R Programming, Microsoft Access, SQL, Power BI etc.)",https://jobs.undp.org/cj_view_job.cfm?cur_job_id=113523,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
6583,VPBank,Data Scientist Intern,0,HN,210,"University graduate or final year student majoring in: Finance, economics, banking, math, information technology or related majors.",https://www.topcv.vn/viec-lam/data-scientist-intern-ha-noi-ta107/1120740.html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,392.3935082212183
6087,VNG Corporation,"Data Analysis Intern, Zalopay",0,HCM,210,"Experience in BI tools (e.g., Tableau) and big data computation (i.e., by using computation engine such as Spark) is a plus.",https://career.vng.com.vn/tim-kiem-viec-lam/chi-tiet/4839-data-analysis-intern-zalopay-vi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,392.3935082212183
6435,FINPROS,Data Science Intern,0,HCM,210,Develop tools to store data and track investment performance. Optimize the write/read performance of the database system.,https://www.topcv.vn/viec-lam/data-science-intern-khu-vuc-ho-chi-minh/1115037.html,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
4944,Air Liquide,Data Analysis Intern,0,HN,210,Understand the current Power BI reports and their sources; Migrate the connection from Google Sheets to Power BI,https://www.vietnamworks.com/data-analysis-intern-1-1671901-jv,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
4563,Spores Network,Research Analyst Intern,0,HN,210,Mentorship and coaching by senior leaders; Analyzing operations' results and performing BI analyses.,https://www.linkedin.com/jobs/view/3655699282/,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
5971,NI HAO MA ( NHM ),Data Analyst Intern,0,HCM,210,"Software knowledge: Google Workspace (Google sheet, google slide, etc), MS Office (Excel, Power BI)",https://www.topcv.vn/viec-lam/data-analyst-intern/1101575.html,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
6081,UBGROUP ( UB ),Data Analyst Intern,0,HN,210,"3rd and 4th year students majoring in Data Analyst, computer science, business analysis.....",https://www.topcv.vn/viec-lam/data-analyst-intern/1105004.html,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178.92566130796553
5535,FiinGroup,Market Analyst Intern,0,HN,210,"Final year students or recent graduates majoring in Finance, Business, Economics,...",https://www.facebook.com/groups/datanalyticsvn/posts/3234551466838147/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,392.3935082212183
3575,Schaeffler,"AP Lean Operations ( AI Digitalization ), Intern",0,"HCM*, Dong Nai",210,Shuttle bus from HCMC; Run project to integrate AI in improving line performance.,https://jobs.schaeffler.com/job/Intern-for-AP-Lean-Operations-%28Digitalization%29/945952101/,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
1381,BSS Group,Business Analyst Intern,0,HN,210,A final year student or recent graduate’s degree in business or related field,https://bssgroup.vn/business-analyst-intern/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,392.3935082212183
5467,Ipsos,Research Analyst,0,"HCM, Remote",210,Proficiency in Microsoft Excel; 2nd-year students and above; Hybrid working with flexible hours; Able to commit at least 4 full days per week,https://www.linkedin.com/jobs/view/research-analyst-at-ipsos-vietnam-3680840394,0,0,1,0,1,0,1,0,0,0,0,0,0,0,61.084111520985516
2721,Hephaestus Technology,AI Engineer Intern,0,HCM,215,"Students from the second year majoring in information technology, electronics and telecommunications, computer science, applied mathematics and related majors.",https://www.topcv.vn/viec-lam/ai-engineer-intern/1024400.html,0,0,1,0,0,1,0,0,0,0,0,0,0,0,249.6695947975948
2348,Mekong Capital,Business Intelligence Intern,0,HCM,220,Must be able to handle Excel and basic PowerBI visualization.,https://vn.linkedin.com/jobs/view/business-intelligence-intern-fulltime-3months-at-mekong-capital-3605882282,0,0,1,0,0,0,0,0,0,1,0,0,0,0,163.72727283447375
5321,Vietnam Marketing Research & Consultants ( VINAMR ),Research Assistant,0,HN,220,"Assist in processing & analyzing quantitative & qualitative data (Excel processing, transcript interview, etc.); Last year student, freshly graduated, people who want to enter Market Research industry.. are all welcomed",https://www.linkedin.com/jobs/view/3676875126,0,0,1,0,0,0,0,0,0,0,1,0,0,0,310.0742278707489
5322,JTI ( Japan Tobacco International ),Strategic Insight & Business Intelligence Intern,0,HCM,220,"Final year or fresh university graduate; Ideally business-related major, has experience working with data analysis and cross-team collaboration",https://jobs.jti.com/job/Ho-Chi-Minh-Strategic-Insight-&-Business-Intelligence-Intern-65-700000/964680201,0,0,1,0,0,0,0,0,0,1,0,0,0,0,163.72727283447375
3526,Intel,"Engineering Intern ( Costing , Automation , Business Analyst )",0,HCM,250,"3rd/last year student; Familiarity with statistical data analysis techniques; Familiar with data analysis using programming languages such as SQL, Python, R, etc. is an advantaged; Able to work onsite for 3-4 days per week",https://jobs.intel.com/en/job/-/-/599/50181523312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,392.3935082212183
3599,Intel,Business Analyst Intern ( Data of Asset Compliance ),0,HCM,250,"3rd or 4th year in Bachelor in Business administration, IT or engineering degree; comfortable interpreting data utilizing different visual tools such as PowerBI, MS Excel, Python, basic scripting",https://jobs.intel.com/en/job/-/-/599/50271311072,0,0,1,0,0,0,0,0,0,0,1,1,0,0,319.35572322410127
3940,Dentsu,Marketing Data Analysis Intern,0,HCM,250,"Preliminary knowledge of data management processes and tools, including Excel, and reporting software. Ability to analyze and synthesize data to create actionable insights and reports.",https://www.linkedin.com/jobs/view/data-analysis-intern-at-dentsu-3637065953,0,0,1,0,0,1,0,0,0,0,0,0,0,0,249.6695947975948
