,ID,Company,Job_Title,YOE,Location,Est_Salary,Job_Description,Link,Min_level,Max_level,VN,Overseas,Remote,Bachelor,Master,PhD
10,6322,Buymed ( Thuocsi ),Data Analyst Intern,0.0,HCM,125.0,Experience in BI tools: Power BI or similar,https://www.topcv.vn/viec-lam/data-analyst-intern/1112662.html,0,0,1,0,0,0,0,0
11,3342,AHT Tech,Data Analyst Intern,0.0,HN,125.0,Have knowledge of Power BI and Tableau BI,https://www.facebook.com/groups/datanalyticsvn/posts/3197417793884848,0,0,1,0,0,0,0,0
12,3193,Eco Giong,Data Administration Intern,0.0,HCM,125.0,Good Excel skills - good data processing,https://careerstart.vn/vi/tim-viec-lam/data-administration-intern.35A82736.html,0,0,1,0,0,0,0,0
13,5038,JKA,Data Analyst ( Part-time ),0.0,Nha Trang,125.0,"15 people; Ability to synthesize and analyze data; Part time: 5:00 p.m. - 9:00 p.m. weekdays, or weekends, or flexibly arranged depending on employee needs and project requirements (30,000 VND per hour)",https://www.topcv.vn/viec-lam/nhan-vien-xu-ly-du-lieu-data-analysts-entry-level-o-van-phong-nha-trang-part-time/1021270.html,0,1,1,0,0,0,0,0
14,3130,Noventiq,Sales Analyst Intern,0.0,"HCM, Remote*",125.0,"3rd/4th-year students or fresher to 6 months experience; Flexible working time, WFH is applicable; Fluency in Excel and BI tools (Power BI practice is an advantage).",https://jobs.jobvite.com/noventiq/job/otYunfw2,0,0,1,0,1,0,0,0
15,3898,Buymed ( Thuocsi ),Data Analyst Intern,0.0,HCM,125.0,"Fresher/4th year student of Computer science, Information technology, software development or related fields.",https://www.linkedin.com/jobs/view/data-analyst-intern-at-buymed-3637049782/,0,0,1,0,0,0,0,0
16,3927,ICHIBA,Data Analyst,0.0,HN,130.0,Final year students in fields related to Data Science.,https://www.topcv.vn/viec-lam/intern-data-analyst/1048901.html,0,0,1,0,0,0,0,0
17,4521,Officience,"IT Intern ( Big Data, Data Science)",0.0,HCM,130.0,Final year students in fields related to Data Science,https://www.topcv.vn/viec-lam/it-intern-big-data-data-science/1062303.html,0,0,1,0,0,0,0,0
18,2653,Central Retail,Logistics Trainee | Intern,0.0,HCM,150.0,"Handling data, documents, daily export and import activities; In addition, he will also interact with other departments to deliver goods from the destination port to ensure deadlines, and will be a member of the project on warehouse, transportation, import-export, and related systems.",https://homeentertainment.centralretail.com.vn/job/-central-retail-logistics-trainee.35a9c5a8.html,0,0,1,0,0,0,0,0
19,3972,Customore,E-commerce Analyst Internship,0.0,HCM,150.0,"Proficient in Excel and Google Sheet: Having prior experience in automating data-oriented process through VBA, SQL or any other tool is a plus; Commit at least 6 months for the internship",https://www.linkedin.com/jobs/view/3639416509/,0,0,1,0,0,0,0,0
20,1176,CEL,Supply Chain Intern - Consulting Service,0.0,HCM,150.0,"Bachelor degree (master degree is a strong plus) in Mathematics Engineering, Information Technology, Supply Chain, Industrial Engineering, Applied science, Data Science",https://www.cel-consulting.com/open-positions,0,0,1,0,0,1,1,0
21,1121,New Ocean IS,Data Analyst Intern,0.0,HCM,150.0,"Efficient of SQL, able to query and manipulate necessary data from SQL data sources; Efficient in modeling data with at least 1 language (Python, R, JS, Java, Scala);",https://nois.vn/job-description/data-analyst-internship/,0,0,1,0,0,0,0,0
22,3027,InterContinental,Finance Intern,0.0,Nha Trang,150.0,"Expertise in numbers and good math skills are very important; Must be able to collect, evaluate and interpret data, in both statistical and narrative form",https://jobsgo.vn/viec-lam/finance-intern-thuc-tap-sinh-ke-toan-15309901551.html,0,0,1,0,0,0,0,0
23,2162,VNDirect,AI Engineer Intern,0.0,HN,150.0,"Final year students or recent graduates majoring in information technology, computer science or AI-related fields; Able to program python",https://vndirectcareers.com/job/ai-engineer-intern.35a9cad0.html,0,0,1,0,0,0,0,0
24,5443,Saola Labs,"Product Management Intern ( FinTech, Blockchain )",0.0,HCM,150.0,"Hybrid work: 60% team working at our HCMC office + 40% remote; Experience using Google Docs, Sheet, Slide and basic data analysis skills",https://www.linkedin.com/jobs/view/3680122075,0,0,1,0,0,0,0,0
25,1710,ABS ( Chung khoan An Binh ),Developer Intern,0.0,HN,150.0,"Currently a 3rd or final year student majoring in IT or equivalent knowledge, wanting a practical learning and development environment.",https://www.abs.vn/tuyen-dung/thuc-tap-sinh-developer-developer-intern/,0,0,1,0,0,0,0,0
26,2494,KPIM,Business Intelligence Intern,0.0,Remote,150.0,"Working remotely, it doesn't matter what area you are in; Sign up for a flexible work schedule, consistent with your school schedule",https://www.facebook.com/groups/datanalyticsvn/posts/3184603958499565,0,0,0,0,1,0,0,0
27,5132,FPT,Data Analyst Intern ( IS ),0.0,HN,150.0,"Full day or ½ day; 4th year university student, majoring in Data Science, or information technology, or related fields.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-data-analyst/1076806.html,0,0,1,0,0,0,0,0
28,2855,Finful,Corporate Strategy Analyst Internship,0.0,Remote,150.0,Experience with data analysis and research methodologies; Strong analytical and critical thinking skills,https://www.linkedin.com/jobs/view/3610574686,0,0,0,0,1,0,0,0
29,1737,DEK Technologies,Internship Program 2023 ( DEK Lab ),0.0,HCM,150.0,Master at least 1 programming language; Flexible and able to adapt to new technologies,https://vncareers.dektech.com.au/jobs/Careers/657228000000683005/INTERNSHIP-PROGRAM-2023,0,0,1,0,0,0,1,0
30,2900,STECH,Data Science [ Python ] Intern,0.0,HCM,150.0,"Understand concepts of Machine learning (models), Data science, Python",https://www.facebook.com/groups/datanalyticsvn/posts/3189145564712071,0,0,1,0,0,0,0,0
31,2723,Panasonic,AI Intern,0.0,HN,150.0,Good programming skill in one of languages C/C++/Python.,https://www.topcv.vn/viec-lam/ai-intern/616147.html,0,0,1,0,0,0,0,0
32,4672,Top On Seek ( TOS ),Business Data Analysis ( Intelligent ),0.0,HCM,155.0,"Final year students or recent graduates from universities majoring in Marketing, Economics, Statistics, Information Technology or related fields.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-business-data-analysis-intelligent/345567.html,0,0,1,0,0,0,0,0
33,3131,Undisclosed,Data Analyst Intern,0.0,HN,170.0,(Cau Giay) needs to recruit 2 intern Data Analysts to support costs and internship stamps. There is a mentor for direction. Review to main staff after intern. Yc is a final year student in the right major. Fulltime Monday-Friday,https://www.facebook.com/groups/datanalyticsvn/posts/3192879124338715,0,0,1,0,0,0,0,0
34,5072,Phenikaa-X,AI Engineer Intern,0.0,HN,170.0,"Currently pursuing a degree in Computer Science, Robotics, AI, or a related field; Familiarity with data cleaning, analyzing, and preprocessing (Computer Vision/ Image Processing) techniques.",https://www.linkedin.com/jobs/view/3669971865,0,0,1,0,0,0,0,0
35,4292,Alpha Panda,Product Operation Intern,0.0,Remote,170.0,Partner with teams to help define goals for the metrics to define team prioritization in a data driven way; Help build a user-friendly data platform that gives users effective data support,https://glints.com/vn/opportunities/jobs/product-operation-intern-full-time-remote/2530cab0-3d86-4661-85d6-f9c6b8ac2fb6,0,0,0,0,1,0,0,0
36,5211,InvestIdea ( Diem Sang Cong Nghe ),Intern Data Engineer ( Fulltime ),0.0,HN,170.0,"[5 slots] Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.",https://www.topcv.vn/viec-lam/intern-data-engineer-tieng-anh-kha-lam-viec-fulltime/1079033.html,0,0,1,0,0,0,0,0
37,3102,Undisclosed,Data Analyst Intern,0.0,HN,170.0,"(HN) Recruiting 2 full-time DA interns for one-round online interview, 3-month training with salary support of 2-4M. Requires knowledge of SQL, Power BI, R databases",https://www.facebook.com/groups/datanalyticsvn/posts/3192414117718549,0,0,1,0,0,0,0,0
38,4324,AB InBev,Planning & Performance Management For Supply Chain & Logistics,0.0,Binh Duong,170.0,"Education in finance accounting background; Strong analysis skills, logical thinking; Excel and Marco is a plus",https://www.linkedin.com/jobs/view/3648082872,0,0,1,0,0,0,0,0
39,5190,Reputyze Asia ( Lua A Chau ),Social Media Data Analyst Intern,0.0,HCM,170.0,"2nd and 3rd year students, priority given to those interested in Marketing, Digital Marketing, Market Research.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-phan-tich-du-lieu-mang-xa-hoi-social-media-data-analyst-intern/334071.html,0,0,1,0,0,0,0,0
40,4762,Sonat Game Studio,Data Analyst Intern,0.0,HN,170.0,"[Recruit 05 people] 3rd year, 4th year students majoring in economics or IT",https://sonat.vn/c/data-analyst-intern-16843920,0,0,1,0,0,0,0,0
41,1780,IceBear,Data Analyst Intern ( Mobile Game ),0.0,HN,170.0,"Analyze products, data and mobile game market from incoming data sources",https://docs.google.com/document/d/16T0B_hl72NfWJQG5cH9Ue3JNgHIUxtzzHTIteqwBZbo/edit,0,0,1,0,0,0,0,0
42,6149,Reputyze Asia ( Lua A Chau ),Media Data Analyst Intern,0.0,HCM,170.0,[PHÚ NHUẬN - HCM] 2 Slot Social Media Data Analyst Intern,https://www.facebook.com/groups/datanalyticsvn/posts/3247223208904306/,0,0,1,0,0,0,0,0
43,703,Phenikaa-X,Motion Planning Engineer ( Intern ),,HN,170.0,"Build/Integrate software and algorithms for path planning, behavior planning, and vehicle control",https://phenikaa-x.com/jobs/motion-planning-engineer-thuc-tap/,0,0,1,0,0,0,0,0
44,3065,LifesUp Software,Data Analyst Intern,0.0,HN,170.0,"Be a final-year student or a recent graduate of a university majoring in Information Technology, economics, statistics, accounting, etc. and can meet the FULLTIME deadline.",https://www.facebook.com/groups/datanalyticsvn/posts/3191772904449337,0,0,1,0,0,0,0,0
45,3054,Delta Cognition,Machine Learning Intern,0.0,HCM,200.0,"Fundamental knowledge of key machine learning and data science concepts across a number of disciplines such as Natural Language Processing, Social Network Analysis, Time Series Analysis, Computer Vision and others",https://www.deltacognition.com/careers,0,0,1,0,0,0,0,0
46,2546,HSBC,Digital Business Services Management Internship | Data Analytics,0.0,HN,200.0,Students with Letter of Recommendation/Introduction for the internship period from Universities/Educational Institutions;; Ability to intern full-time from 6 to 9 months is plus,https://mycareer.hsbc.com/en_GB/external/PipelineDetail/VIETNAM-INTERNSHIP-PROGRAMME-2023-INTAKE-1/183129,0,0,1,0,0,0,0,0
47,3064,VNG Corporation,Business Intelligence Intern ( ZaloPay ),0.0,HCM,200.0,"Good Proficiency in Excel and SQL, with a willingness to learn other languages; Pursuing or had a degree in Marketing, Business, Analytics, or a related field.",https://careerstart.vn/vi/tim-viec-lam/zalopay-business-intelligence-intern.35A82150.html,0,0,1,0,0,0,0,0
48,1839,TalentJDI's Client,Blockchain Developer Internship,0.0,HCM,200.0,"Familiarity with some programming languages (NOT all required), such as Javascript, Node.js, C++, Typescript, React, HTTPs, APIs, REST,… Familiarity with Git.",https://talentjdi.com/job/blockchain-developer-internship-bcd01/,0,0,1,0,0,0,0,0
49,2843,Central Retail,Finance Intern,0.0,HCM,200.0,Having knowledge of Data analytic/ VBA/ PowerBI is an advantage · Good Excel skills; University and college students in 3rd and 4th years,https://www.linkedin.com/jobs/view/3511962137,0,0,1,0,0,0,0,0
50,3452,VNG Corporation,Ads Monetization Intern,0.0,HN,200.0,"Having data-driven mindset; Assist in setting, tracking, and maintaining Ads revenue and other Monetization metrics on a daily basis",https://careerbuilder.vn/vi/tim-viec-lam/ads-monetization-intern.35BD15C1.html,0,0,1,0,0,0,0,0
51,1837,TalentJDI's Client,Automation & Platform Engineering Intern,0.0,HCM,200.0,"Pursuing or recently graduated with a bachelor’s Degree in computer science, software engineering, or a similar field of study",https://talentjdi.com/job/automation-platform-engineering-intern-ape01/,0,0,1,0,0,1,0,0
52,1836,TalentJDI's Client,Data Analyst Intern ( 3 months ),0.0,HCM,200.0,"Strong hands-on knowledge of MS Word, Excel and PowerPoint, Power BI Knowledge of programming languages (R, Python, SQL)",https://talentjdi.com/job/data-analyst-intern-dai02/,0,0,1,0,0,0,0,0
53,3396,VNG Corporation,"Data & Analytics Lab, AI Intern",0.0,HN,200.0,"Students in 2nd, 3rd or 4th years in Computer Science or related technical field or equivalent practical experience",https://careerbuilder.vn/en/search-job/data-analytics-lab-ai-intern.35BD11FE.html,0,0,1,0,0,0,0,0
54,1566,Trusting Social,Data Reconciliation Intern ( Finance Operations ),0.0,HCM,200.0,"Proficient in Word, Excel; Opportunity to learn about data analysis, data management, and communication skills.",https://www.trustingsocial.com/careers/openings/reconciliation-intern-(finance-operations)-571628,0,0,1,0,0,0,0,0
55,3132,Sika,"Procurement Analyst, Intern",0.0,Dong Nai,200.0,"Good numerical and data skills, proficient Excel skills; Duration: 3 months (1st June to 30th August 2023)",https://www.linkedin.com/jobs/view/3618289707,0,0,1,0,0,0,0,0
56,773,Savills,Market Research Intern,0.0,HN,200.0,"Tracking quarterly price movements, primary and secondary supply in all property market asset classes.",https://www.savills.com.vn/talk-to-us/careers/current-vacancies/internship-vacancies/intern-of-market-research.aspx,0,0,1,0,0,0,0,0
57,5376,Sika,"Procurement Analyst, Intern",0.0,"HCM*, Dong Nai",200.0,"Good numerical and data skills, proficient Excel skills; Duration: 6 months (Aug 2023 - Jan 2024)",https://www.linkedin.com/jobs/view/3677675302,0,0,1,0,0,0,0,0
58,1838,TalentJDI's Client,Data Engineer Intern,0.0,HCM,200.0,Good knowledge and experience using Python for data processing. Experience with SQL and NoSQL.,https://talentjdi.com/job/data-engineer-intern-dei01/,0,0,1,0,0,0,0,0
59,2479,Enouvo,Machine Learning / AI Intern,0.0,Da Nang,200.0,"Have a good grasp of Mathematics especially Linear Algebra, Probability, Discrete Math",https://enouvo.com/careers/machine-learning-ai-intern-2/,0,0,1,0,0,0,0,0
60,3031,NielsenIQ ( NIQ ),Project Management Intern,0.0,HCM,200.0,Proficient in Excel; Fresh graduates or 4th-year students who can work full-time;,https://www.linkedin.com/jobs/view/3616156174/,0,0,1,0,0,0,0,0
61,4345,Socotec,Data Analyst Intern,0.0,HN,200.0,Proficient in data analysis & visualization tools such as PowerBI,https://www.topcv.vn/viec-lam/data-analyst-intern/1059342.html,0,0,1,0,0,0,0,0
62,3464,MLTech Soft,AI Engineer Intern,0.0,HCM,200.0,Basic knowledge of ML/DL and Image Processing/Computer Vision,https://www.linkedin.com/jobs/view/ai-engineer-intern-at-mltech-soft-3629507348,0,0,1,0,0,0,0,0
63,774,Savills,Valuation and Feasibility Study Intern,0.0,HN,200.0,Minimizing risk while maximizing returns for our clients.,https://www.savills.com.vn/talk-to-us/careers/current-vacancies/internship-vacancies/intern-of-valuation-and-feasibility-study.aspx,0,0,1,0,0,0,0,0
64,1517,Algotrade,Algorithmic Trading Intern,0.0,HCM,200.0,Able to commit 20 hours a week in 6 months,https://www.algotrade.vn/internship,0,0,1,0,0,0,0,0
65,5721,Bach Hoa Xanh,"Data Analyst, Intern",0.0,HCM,200.0,Final year student or recent graduate; Minimum 4 days/week to study and work at the company.,https://vieclam.thegioididong.com/tuyen-dung/thuc-tap-sinh-mang-phan-tich-du-lieu-bach-hoa-xanh-data-analyst-toi-uu-van-hanh-ba-454,0,0,1,0,0,0,0,0
66,3288,Publicis Groupe,"Strategic Planning Trainee, Saatchi & Saatchi",0.0,HCM,200.0,Strong ability to research and synthesize large amounts of data and information; Clearly present data that drives innovation,https://jobs.smartrecruiters.com/PublicisGroupe/743999911324515-strategic-planning-trainee,0,0,1,0,0,0,0,0
67,3194,Concung,Finance Intern,0.0,HCM,210.0,"Trained to understand how to build and standardize core data sets (Master Data) in the Finance - Accounting system of retail businesses.; Priority is given to 4th year university students, fresh graduates, majoring in Accounting and Finance;",https://careerstart.vn/vi/tim-viec-lam/finance-intern.35A8257C.html,0,0,1,0,0,0,1,0
68,5804,VPBank,Integrated Risk Management Intern,0.0,HN,210.0,"Senior student or higher level majored in Economics, Finance, Banking, Risk Management, Mathematics, Mathematics – Applied Informatics, Economic Mathematics, Quantitative Finance or other related major.",https://www.linkedin.com/jobs/view/3688153106/,0,0,1,0,0,0,0,0
69,5616,WorldQuant,WQBRAIN Research Intern,0.0,HN,210.0,"Possess or expect a Bachelor’s degree or advanced degree in engineering, science, mathematics, finance or any other related field that is highly analytical and quantitative from a leading universit",https://www.worldquant.com/career-listing/?id=4248900006,0,0,1,0,0,1,0,0
70,5947,Ninja Van,Data Analyst Intern,0.0,HCM,210.0,"Final year student or graduated from College/University majoring in Information Technology, Computer Science, Software Engineering, Mathematical Information Technology or equivalent majors",https://www.topcv.vn/viec-lam/thuc-tap-sinh-data-analyst/1100983.html,0,0,1,0,0,0,0,0
71,6088,VNG Corporation,"Data Science Intern, Zalopay",0.0,HCM,210.0,"Strong machine learning/statistics background with hands-on experience in academia and/or industry, sourcing, cleaning, manipulating and analyzing large volumes of data;",https://career.vng.com.vn/tim-kiem-viec-lam/chi-tiet/4835-data-science-intern-zalopay-vi,0,0,1,0,0,0,0,0
72,4619,Bang Huu ( Amigo Technologies ),Data Specialist Intern,0.0,HN,210.0,"Trained in skills for Data Specialist position; Can participate in internship: full time 2-3 days/week, or part time at least 70% of sessions/week.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-data/1066536.html,0,0,1,0,0,0,0,0
73,3532,BAP IT,SAP Intern,0.0,HCM,210.0,"3rd/ final year, or graduated student with background in Finance, Accounting, Business Administration, Information Systems or related; JLPT N3",https://www.linkedin.com/jobs/view/3629541147,0,0,1,0,0,0,0,0
74,5468,UNDP,GCF2 Database Management Support Intern,0.0,HN,210.0,"Proficiency in database management and statistical software(s) (e.g., STATA, SPSS, R Programming, Microsoft Access, SQL, Power BI etc.)",https://jobs.undp.org/cj_view_job.cfm?cur_job_id=113523,0,0,1,0,0,0,0,0
75,6583,VPBank,Data Scientist Intern,0.0,HN,210.0,"University graduate or final year student majoring in: Finance, economics, banking, math, information technology or related majors.",https://www.topcv.vn/viec-lam/data-scientist-intern-ha-noi-ta107/1120740.html,0,0,1,0,0,0,0,0
76,6087,VNG Corporation,"Data Analysis Intern, Zalopay",0.0,HCM,210.0,"Experience in BI tools (e.g., Tableau) and big data computation (i.e., by using computation engine such as Spark) is a plus.",https://career.vng.com.vn/tim-kiem-viec-lam/chi-tiet/4839-data-analysis-intern-zalopay-vi,0,0,1,0,0,0,0,0
77,6435,FINPROS,Data Science Intern,0.0,HCM,210.0,Develop tools to store data and track investment performance. Optimize the write/read performance of the database system.,https://www.topcv.vn/viec-lam/data-science-intern-khu-vuc-ho-chi-minh/1115037.html,0,0,1,0,0,0,0,0
78,4944,Air Liquide,Data Analysis Intern,0.0,HN,210.0,Understand the current Power BI reports and their sources; Migrate the connection from Google Sheets to Power BI,https://www.vietnamworks.com/data-analysis-intern-1-1671901-jv,0,0,1,0,0,0,0,0
79,4563,Spores Network,Research Analyst Intern,0.0,HN,210.0,Mentorship and coaching by senior leaders; Analyzing operations' results and performing BI analyses.,https://www.linkedin.com/jobs/view/3655699282/,0,0,1,0,0,0,0,0
80,5971,NI HAO MA ( NHM ),Data Analyst Intern,0.0,HCM,210.0,"Software knowledge: Google Workspace (Google sheet, google slide, etc), MS Office (Excel, Power BI)",https://www.topcv.vn/viec-lam/data-analyst-intern/1101575.html,0,0,1,0,0,0,0,0
81,6081,UBGROUP ( UB ),Data Analyst Intern,0.0,HN,210.0,"3rd and 4th year students majoring in Data Analyst, computer science, business analysis.....",https://www.topcv.vn/viec-lam/data-analyst-intern/1105004.html,0,0,1,0,0,0,0,0
82,5535,FiinGroup,Market Analyst Intern,0.0,HN,210.0,"Final year students or recent graduates majoring in Finance, Business, Economics,...",https://www.facebook.com/groups/datanalyticsvn/posts/3234551466838147/,0,0,1,0,0,0,0,0
83,3575,Schaeffler,"AP Lean Operations ( AI Digitalization ), Intern",0.0,"HCM*, Dong Nai",210.0,Shuttle bus from HCMC; Run project to integrate AI in improving line performance.,https://jobs.schaeffler.com/job/Intern-for-AP-Lean-Operations-%28Digitalization%29/945952101/,0,0,1,0,0,0,0,0
84,1381,BSS Group,Business Analyst Intern,0.0,HN,210.0,A final year student or recent graduate’s degree in business or related field,https://bssgroup.vn/business-analyst-intern/,0,0,1,0,0,0,0,0
85,5467,Ipsos,Research Analyst,0.0,"HCM, Remote",210.0,Proficiency in Microsoft Excel; 2nd-year students and above; Hybrid working with flexible hours; Able to commit at least 4 full days per week,https://www.linkedin.com/jobs/view/research-analyst-at-ipsos-vietnam-3680840394,0,0,1,0,1,0,0,0
86,2721,Hephaestus Technology,AI Engineer Intern,0.0,HCM,215.0,"Students from the second year majoring in information technology, electronics and telecommunications, computer science, applied mathematics and related majors.",https://www.topcv.vn/viec-lam/ai-engineer-intern/1024400.html,0,0,1,0,0,0,0,0
87,2348,Mekong Capital,Business Intelligence Intern,0.0,HCM,220.0,Must be able to handle Excel and basic PowerBI visualization.,https://vn.linkedin.com/jobs/view/business-intelligence-intern-fulltime-3months-at-mekong-capital-3605882282,0,0,1,0,0,0,0,0
88,5321,Vietnam Marketing Research & Consultants ( VINAMR ),Research Assistant,0.0,HN,220.0,"Assist in processing & analyzing quantitative & qualitative data (Excel processing, transcript interview, etc.); Last year student, freshly graduated, people who want to enter Market Research industry.. are all welcomed",https://www.linkedin.com/jobs/view/3676875126,0,0,1,0,0,0,0,0
89,5322,JTI ( Japan Tobacco International ),Strategic Insight & Business Intelligence Intern,0.0,HCM,220.0,"Final year or fresh university graduate; Ideally business-related major, has experience working with data analysis and cross-team collaboration",https://jobs.jti.com/job/Ho-Chi-Minh-Strategic-Insight-&-Business-Intelligence-Intern-65-700000/964680201,0,0,1,0,0,0,0,0
90,3526,Intel,"Engineering Intern ( Costing , Automation , Business Analyst )",0.0,HCM,250.0,"3rd/last year student; Familiarity with statistical data analysis techniques; Familiar with data analysis using programming languages such as SQL, Python, R, etc. is an advantaged; Able to work onsite for 3-4 days per week",https://jobs.intel.com/en/job/-/-/599/50181523312,0,0,1,0,0,0,0,0
91,3599,Intel,Business Analyst Intern ( Data of Asset Compliance ),0.0,HCM,250.0,"3rd or 4th year in Bachelor in Business administration, IT or engineering degree; comfortable interpreting data utilizing different visual tools such as PowerBI, MS Excel, Python, basic scripting",https://jobs.intel.com/en/job/-/-/599/50271311072,0,0,1,0,0,1,0,0
92,3940,Dentsu,Marketing Data Analysis Intern,0.0,HCM,250.0,"Preliminary knowledge of data management processes and tools, including Excel, and reporting software. Ability to analyze and synthesize data to create actionable insights and reports.",https://www.linkedin.com/jobs/view/data-analysis-intern-at-dentsu-3637065953,0,0,1,0,0,0,0,0
93,3692,Selly,Data Analyst Intern,0.0,HCM,250.0,"Can work 5 days/week; Knowledge of programming and popular languages like Python, SQL; Experience analyzing data and using tools like Excel, Tableau or Power BI.",https://www.facebook.com/groups/datanalyticsvn/posts/3203143163312311,0,0,1,0,0,0,0,0
94,3089,BAEMIN Vietnam ( Woowa Brothers ),Demand Strategy Intern,0.0,HCM,250.0,Third-year or final-year students in business-related or marketing-related fields; Analyze user data to provide insights that can lead to strategic initiatives.,https://www.linkedin.com/jobs/view/3620462604,0,0,1,0,0,0,0,0
95,2394,GameLoft,Data Analyst Intern,0.0,HCM,250.0,"Knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL etc.), programming (XML, JavaScript, or ETL frameworks)",https://jobs.smartrecruiters.com/Gameloft/743999907567150-data-analyst-intern,0,0,1,0,0,0,0,0
96,3604,On,Apparel Material Developer Intern,0.0,HN,250.0,Analytical and data management skills; Preferable if you have programming expertise; Graduate with a background in textiles or supply chain,https://culture.on-running.com/jobs/5111193,0,0,1,0,0,0,0,0
97,3264,Procter & Gamble ( P&G ),IT Intern,0.0,HCM,250.0,"Full-time from July – Sep 2023; Able to use PowerApps, Power BI, Industrial digital solution (data analysis), Excel (macro, etc) and SAP.",https://www.pgcareers.com/job/ho-chi-minh-city/it-intern/936/49867753536,0,0,1,0,0,0,0,0
98,3600,Intel,Risk Management Intern ( Capital Compliance and Inventory Control ),0.0,HCM,250.0,3rd or last year student; Strong Excel skill is a must. Have knowledge in Power BI is a plus; Can work full-time 4-5 days/week.,https://jobs.intel.com/en/job/-/-/599/50271313584,0,0,1,0,0,0,0,0
99,3977,Qode's Client,Data Analyst Intern,0.0,HCM,250.0,Paid Internship; Work together with the product / founding team to gather data via quantitative / qualitative research,https://www.linkedin.com/jobs/view/3639409206/,0,0,1,0,0,0,0,0
100,4673,DyTechLab ( Dynamic Technology ),Data Engineer Intern,0.0,HN,250.0,"Develop and manage the data pipeline, coordinate with researchers to ensure efficient processing of large-scale data.",https://www.facebook.com/groups/datanalyticsvn/posts/3219533755006585,0,0,1,0,0,0,0,0
101,4164,Rackspace Technology,Data Science - Trainee,0.0,Remote,250.0,"Proficient in Python/R/SAS, SQL, Data Visualization (e.g. Tableau or Power BI), deep learning frameworks, Spark",https://jobs.lever.co/rackspace/45a2d74a-0b02-4b1f-9122-5fe496e80205,0,0,0,0,1,0,0,0
102,933,Adstart Media,Data Engineer / Data Analytics Intern,0.0,HCM,250.0,Fresh graduate or moderately experienced 1 year of experience in Data Analysis or Data Engineering,https://adstartmedia.zohorecruit.com/jobs/Careers/610950000003710029/Data-Engineer-Data-Analytics-Intern,0,0,1,0,0,0,0,0
