ID,Company,Job_Title,YOE,Location,Est_Salary,Job_Description,Link,Min_level,Max_level,VN,Overseas,Remote,Data_Engineer_prob,Data_Analyst_prob,Data_Scientist_prob,Business_Analyst_prob,Business_Intelligence_prob,Others_prob,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Others
5038,JKA,Data Analyst ( Part-time ),0,Nha Trang,125,"15 people; Ability to synthesize and analyze data; Part time: 5:00 p.m. - 9:00 p.m. weekdays, or weekends, or flexibly arranged depending on employee needs and project requirements (30,000 VND per hour)",https://www.topcv.vn/viec-lam/nhan-vien-xu-ly-du-lieu-data-analysts-entry-level-o-van-phong-nha-trang-part-time/1021270.html,0,1,1,0,0,5.59E-05,0.9999505,2.33E-07,1.11E-05,2.32E-08,1.29E-08,0,1,0,0,0,0
3130,Noventiq,Sales Analyst Intern,0,"HCM, Remote*",125,"3rd/4th-year students or fresher to 6 months experience; Flexible working time, WFH is applicable; Fluency in Excel and BI tools (Power BI practice is an advantage).",https://jobs.jobvite.com/noventiq/job/otYunfw2,0,0,1,0,1,1.87E-07,0.95425,0.004998757,0.14886872,0.066383876,1.98E-05,0,1,0,0,0,0
3898,Buymed ( Thuocsi ),Data Analyst Intern,0,HCM,125,"Fresher/4th year student of Computer science, Information technology, software development or related fields.",https://www.linkedin.com/jobs/view/data-analyst-intern-at-buymed-3637049782/,0,0,1,0,0,1.13E-06,0.99999636,1.66E-06,0.000319112,2.03E-06,3.34E-07,0,1,0,0,0,0
3927,ICHIBA,Data Analyst,0,HN,130,Final year students in fields related to Data Science.,https://www.topcv.vn/viec-lam/intern-data-analyst/1048901.html,0,0,1,0,0,4.02E-07,0.99999535,1.83E-05,0.000341339,1.86E-06,2.45E-08,0,1,0,0,0,0
4521,Officience,"IT Intern ( Big Data, Data Science)",0,HCM,130,Final year students in fields related to Data Science,https://www.topcv.vn/viec-lam/it-intern-big-data-data-science/1062303.html,0,0,1,0,0,0.00093855,0.104288064,0.045428075,0.049600206,0.51795465,0.00438976,0,0,0,0,1,0
2653,Central Retail,Logistics Trainee | Intern,0,HCM,150,"Handling data, documents, daily export and import activities; In addition, he will also interact with other departments to deliver goods from the destination port to ensure deadlines, and will be a member of the project on warehouse, transportation, import-export, and related systems.",https://homeentertainment.centralretail.com.vn/job/-central-retail-logistics-trainee.35a9c5a8.html,0,0,1,0,0,9.42E-08,2.26E-05,5.26E-11,9.36E-08,1.55E-10,0.9999985,0,0,0,0,0,1
3972,Customore,E-commerce Analyst Internship,0,HCM,150,"Proficient in Excel and Google Sheet: Having prior experience in automating data-oriented process through VBA, SQL or any other tool is a plus; Commit at least 6 months for the internship",https://www.linkedin.com/jobs/view/3639416509/,0,0,1,0,0,1.37E-08,0.967471,1.47E-09,1.50E-06,3.48E-09,0.093951754,0,1,0,0,0,0
1176,CEL,Supply Chain Intern - Consulting Service,0,HCM,150,"Bachelor degree (master degree is a strong plus) in Mathematics Engineering, Information Technology, Supply Chain, Industrial Engineering, Applied science, Data Science",https://www.cel-consulting.com/open-positions,0,0,1,0,0,5.44E-06,2.10E-05,0.000173756,0.000815287,1.53E-05,0.99000293,0,0,0,0,0,1
1121,New Ocean IS,Data Analyst Intern,0,HCM,150,"Efficient of SQL, able to query and manipulate necessary data from SQL data sources; Efficient in modeling data with at least 1 language (Python, R, JS, Java, Scala);",https://nois.vn/job-description/data-analyst-internship/,0,0,1,0,0,2.85E-06,0.9648527,0.037864685,0.00119486,0.000425591,3.40E-08,0,1,0,0,0,0
3027,InterContinental,Finance Intern,0,Nha Trang,150,"Expertise in numbers and good math skills are very important; Must be able to collect, evaluate and interpret data, in both statistical and narrative form",https://jobsgo.vn/viec-lam/finance-intern-thuc-tap-sinh-ke-toan-15309901551.html,0,0,1,0,0,0.000520149,7.27E-05,6.25E-08,9.93E-06,2.58E-07,0.9997841,0,0,0,0,0,1
2162,VNDirect,AI Engineer Intern,0,HN,150,"Final year students or recent graduates majoring in information technology, computer science or AI-related fields; Able to program python",https://vndirectcareers.com/job/ai-engineer-intern.35a9cad0.html,0,0,1,0,0,0.9703709,9.62E-07,0.36727196,0.00206915,6.75E-06,0.041145407,1,0,0,0,0,0
5443,Saola Labs,"Product Management Intern ( FinTech, Blockchain )",0,HCM,150,"Hybrid work: 60% team working at our HCMC office + 40% remote; Experience using Google Docs, Sheet, Slide and basic data analysis skills",https://www.linkedin.com/jobs/view/3680122075,0,0,1,0,0,2.21E-06,1.01E-05,9.21E-06,4.24E-05,2.32E-07,0.9998494,0,0,0,0,0,1
1710,ABS ( Chung khoan An Binh ),Developer Intern,0,HN,150,"Currently a 3rd or final year student majoring in IT or equivalent knowledge, wanting a practical learning and development environment.",https://www.abs.vn/tuyen-dung/thuc-tap-sinh-developer-developer-intern/,0,0,1,0,0,6.92E-06,8.51E-05,7.76E-06,0.001477185,2.95E-05,0.9956974,0,0,0,0,0,1
2494,KPIM,Business Intelligence Intern,0,Remote,150,"Working remotely, it doesn't matter what area you are in; Sign up for a flexible work schedule, consistent with your school schedule",https://www.facebook.com/groups/datanalyticsvn/posts/3184603958499565,0,0,0,0,1,0.000716778,1.30E-05,1.76E-06,1.79E-05,0.6442164,0.72895694,0,0,0,0,1,1
5132,FPT,Data Analyst Intern ( IS ),0,HN,150,"Full day or ½ day; 4th year university student, majoring in Data Science, or information technology, or related fields.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-data-analyst/1076806.html,0,0,1,0,0,8.56E-06,0.99989927,8.40E-05,0.000247155,5.18E-07,9.83E-07,0,1,0,0,0,0
2855,Finful,Corporate Strategy Analyst Internship,0,Remote,150,Experience with data analysis and research methodologies; Strong analytical and critical thinking skills,https://www.linkedin.com/jobs/view/3610574686,0,0,0,0,1,4.22E-05,0.3576406,0.61227953,0.006733605,1.43E-05,1.98E-05,0,0,1,0,0,0
1737,DEK Technologies,Internship Program 2023 ( DEK Lab ),0,HCM,150,Master at least 1 programming language; Flexible and able to adapt to new technologies,https://vncareers.dektech.com.au/jobs/Careers/657228000000683005/INTERNSHIP-PROGRAM-2023,0,0,1,0,0,0.003627136,2.83E-05,0.000644761,0.000688072,2.67E-05,0.9904934,0,0,0,0,0,1
2900,STECH,Data Science [ Python ] Intern,0,HCM,150,"Understand concepts of Machine learning (models), Data science, Python",https://www.facebook.com/groups/datanalyticsvn/posts/3189145564712071,0,0,1,0,0,0.000729528,0.004778272,0.64729977,0.003574965,2.08E-05,0.43460667,0,0,1,0,0,0
2723,Panasonic,AI Intern,0,HN,150,Good programming skill in one of languages C/C++/Python.,https://www.topcv.vn/viec-lam/ai-intern/616147.html,0,0,1,0,0,0.009648235,0.000109919,1.92E-05,0.000145485,1.65E-05,0.9928497,0,0,0,0,0,1
4672,Top On Seek ( TOS ),Business Data Analysis ( Intelligent ),0,HCM,155,"Final year students or recent graduates from universities majoring in Marketing, Economics, Statistics, Information Technology or related fields.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-business-data-analysis-intelligent/345567.html,0,0,1,0,0,0.35394102,1.22E-06,0.018783156,9.09E-05,1.35E-06,0.29813525,0,0,0,0,0,0
3131,Undisclosed,Data Analyst Intern,0,HN,170,(Cau Giay) needs to recruit 2 intern Data Analysts to support costs and internship stamps. There is a mentor for direction. Review to main staff after intern. Yc is a final year student in the right major. Fulltime Monday-Friday,https://www.facebook.com/groups/datanalyticsvn/posts/3192879124338715,0,0,1,0,0,2.77E-07,0.9999863,8.98E-09,0.00018505,3.72E-07,1.46E-08,0,1,0,0,0,0
5072,Phenikaa-X,AI Engineer Intern,0,HN,170,"Currently pursuing a degree in Computer Science, Robotics, AI, or a related field; Familiarity with data cleaning, analyzing, and preprocessing (Computer Vision/ Image Processing) techniques.",https://www.linkedin.com/jobs/view/3669971865,0,0,1,0,0,0.15283594,2.27E-05,0.045415565,0.000272267,4.38E-05,0.2067831,0,0,0,0,0,0
4292,Alpha Panda,Product Operation Intern,0,Remote,170,Partner with teams to help define goals for the metrics to define team prioritization in a data driven way; Help build a user-friendly data platform that gives users effective data support,https://glints.com/vn/opportunities/jobs/product-operation-intern-full-time-remote/2530cab0-3d86-4661-85d6-f9c6b8ac2fb6,0,0,0,0,1,3.53E-07,0.009300298,3.94E-10,5.28E-07,9.77E-09,0.9996853,0,0,0,0,0,1
5211,InvestIdea ( Diem Sang Cong Nghe ),Intern Data Engineer ( Fulltime ),0,HN,170,"[5 slots] Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.",https://www.topcv.vn/viec-lam/intern-data-engineer-tieng-anh-kha-lam-viec-fulltime/1079033.html,0,0,1,0,0,0.99999714,0.001276727,2.34E-13,2.74E-10,5.74E-13,0.000274944,1,0,0,0,0,0
3102,Undisclosed,Data Analyst Intern,0,HN,170,"(HN) Recruiting 2 full-time DA interns for one-round online interview, 3-month training with salary support of 2-4M. Requires knowledge of SQL, Power BI, R databases",https://www.facebook.com/groups/datanalyticsvn/posts/3192414117718549,0,0,1,0,0,8.33E-07,0.9999001,7.46E-05,0.000380762,9.12E-07,1.07E-06,0,1,0,0,0,0
4324,AB InBev,Planning & Performance Management For Supply Chain & Logistics,0,Binh Duong,170,"Education in finance accounting background; Strong analysis skills, logical thinking; Excel and Marco is a plus",https://www.linkedin.com/jobs/view/3648082872,0,0,1,0,0,0.004868949,7.30E-05,0.39809072,0.12859315,0.00701906,0.48387507,0,0,0,0,0,0
5190,Reputyze Asia ( Lua A Chau ),Social Media Data Analyst Intern,0,HCM,170,"2nd and 3rd year students, priority given to those interested in Marketing, Digital Marketing, Market Research.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-phan-tich-du-lieu-mang-xa-hoi-social-media-data-analyst-intern/334071.html,0,0,1,0,0,8.94E-07,0.99980444,1.04E-05,0.001770607,7.85E-06,2.70E-07,0,1,0,0,0,0
4762,Sonat Game Studio,Data Analyst Intern,0,HN,170,"[Recruit 05 people] 3rd year, 4th year students majoring in economics or IT",https://sonat.vn/c/data-analyst-intern-16843920,0,0,1,0,0,5.27E-07,0.9995134,8.72E-05,0.00174209,3.96E-06,5.88E-07,0,1,0,0,0,0
1780,IceBear,Data Analyst Intern ( Mobile Game ),0,HN,170,"Analyze products, data and mobile game market from incoming data sources",https://docs.google.com/document/d/16T0B_hl72NfWJQG5cH9Ue3JNgHIUxtzzHTIteqwBZbo/edit,0,0,1,0,0,1.42E-05,0.99998623,4.17E-06,4.15E-07,2.15E-08,1.67E-06,0,1,0,0,0,0
6149,Reputyze Asia ( Lua A Chau ),Media Data Analyst Intern,0,HCM,170,[PHÚ NHUẬN - HCM] 2 Slot Social Media Data Analyst Intern,https://www.facebook.com/groups/datanalyticsvn/posts/3247223208904306/,0,0,1,0,0,1.82E-05,0.9960244,0.121025704,0.00030928,1.12E-06,2.06E-07,0,1,0,0,0,0
703,Phenikaa-X,Motion Planning Engineer ( Intern ),,HN,170,"Build/Integrate software and algorithms for path planning, behavior planning, and vehicle control",https://phenikaa-x.com/jobs/motion-planning-engineer-thuc-tap/,0,0,1,0,0,0.7401397,0.022717467,0.000207781,0.001205732,0.00671902,0.08600398,1,0,0,0,0,0
3065,LifesUp Software,Data Analyst Intern,0,HN,170,"Be a final-year student or a recent graduate of a university majoring in Information Technology, economics, statistics, accounting, etc. and can meet the FULLTIME deadline.",https://www.facebook.com/groups/datanalyticsvn/posts/3191772904449337,0,0,1,0,0,5.95E-05,0.99998605,4.32E-08,1.73E-07,3.60E-11,4.57E-06,0,1,0,0,0,0
3054,Delta Cognition,Machine Learning Intern,0,HCM,200,"Fundamental knowledge of key machine learning and data science concepts across a number of disciplines such as Natural Language Processing, Social Network Analysis, Time Series Analysis, Computer Vision and others",https://www.deltacognition.com/careers,0,0,1,0,0,6.72E-05,9.47E-05,2.26E-06,1.28E-05,4.34E-05,0.99887824,0,0,0,0,0,1
2546,HSBC,Digital Business Services Management Internship | Data Analytics,0,HN,200,Students with Letter of Recommendation/Introduction for the internship period from Universities/Educational Institutions;; Ability to intern full-time from 6 to 9 months is plus,https://mycareer.hsbc.com/en_GB/external/PipelineDetail/VIETNAM-INTERNSHIP-PROGRAMME-2023-INTAKE-1/183129,0,0,1,0,0,3.59E-05,0.4226707,0.028354334,0.072798654,0.01431761,0.00206882,0,0,0,0,0,0
3064,VNG Corporation,Business Intelligence Intern ( ZaloPay ),0,HCM,200,"Good Proficiency in Excel and SQL, with a willingness to learn other languages; Pursuing or had a degree in Marketing, Business, Analytics, or a related field.",https://careerstart.vn/vi/tim-viec-lam/zalopay-business-intelligence-intern.35A82150.html,0,0,1,0,0,0.000274678,7.81E-05,0.000984544,0.00819671,0.9818159,0.030482376,0,0,0,0,1,0
1839,TalentJDI's Client,Blockchain Developer Internship,0,HCM,200,"Familiarity with some programming languages (NOT all required), such as Javascript, Node.js, C++, Typescript, React, HTTPs, APIs, REST,… Familiarity with Git.",https://talentjdi.com/job/blockchain-developer-internship-bcd01/,0,0,1,0,0,0.000303188,1.81E-05,2.38E-11,2.88E-07,1.30E-10,0.99993074,0,0,0,0,0,1
2843,Central Retail,Finance Intern,0,HCM,200,Having knowledge of Data analytic/ VBA/ PowerBI is an advantage · Good Excel skills; University and college students in 3rd and 4th years,https://www.linkedin.com/jobs/view/3511962137,0,0,1,0,0,0.000125179,0.000549438,7.60E-07,0.000669411,1.90E-05,0.9905132,0,0,0,0,0,1
3452,VNG Corporation,Ads Monetization Intern,0,HN,200,"Having data-driven mindset; Assist in setting, tracking, and maintaining Ads revenue and other Monetization metrics on a daily basis",https://careerbuilder.vn/vi/tim-viec-lam/ads-monetization-intern.35BD15C1.html,0,0,1,0,0,0.000855828,0.000848334,0.000113714,0.007737186,0.001393189,0.96572745,0,0,0,0,0,1
1837,TalentJDI's Client,Automation & Platform Engineering Intern,0,HCM,200,"Pursuing or recently graduated with a bachelor’s Degree in computer science, software engineering, or a similar field of study",https://talentjdi.com/job/automation-platform-engineering-intern-ape01/,0,0,1,0,0,0.012518591,1.21E-05,7.44E-05,0.000647623,1.20E-05,0.9820606,0,0,0,0,0,1
1836,TalentJDI's Client,Data Analyst Intern ( 3 months ),0,HCM,200,"Strong hands-on knowledge of MS Word, Excel and PowerPoint, Power BI Knowledge of programming languages (R, Python, SQL)",https://talentjdi.com/job/data-analyst-intern-dai02/,0,0,1,0,0,6.02E-06,0.9999617,1.34E-06,0.000715856,7.22E-07,1.19E-06,0,1,0,0,0,0
3396,VNG Corporation,"Data & Analytics Lab, AI Intern",0,HN,200,"Students in 2nd, 3rd or 4th years in Computer Science or related technical field or equivalent practical experience",https://careerbuilder.vn/en/search-job/data-analytics-lab-ai-intern.35BD11FE.html,0,0,1,0,0,1.43E-05,0.06574546,0.014750545,0.03800399,3.78E-05,0.079297595,0,0,0,0,0,0
1566,Trusting Social,Data Reconciliation Intern ( Finance Operations ),0,HCM,200,"Proficient in Word, Excel; Opportunity to learn about data analysis, data management, and communication skills.",https://www.trustingsocial.com/careers/openings/reconciliation-intern-(finance-operations)-571628,0,0,1,0,0,0.000111093,0.013869561,0.59731317,0.28781572,0.000111881,0.14438373,0,0,1,0,0,0
3132,Sika,"Procurement Analyst, Intern",0,Dong Nai,200,"Good numerical and data skills, proficient Excel skills; Duration: 3 months (1st June to 30th August 2023)",https://www.linkedin.com/jobs/view/3618289707,0,0,1,0,0,3.30E-06,0.75366855,0.03382681,0.04545682,0.001051844,0.000287382,0,1,0,0,0,0
773,Savills,Market Research Intern,0,HN,200,"Tracking quarterly price movements, primary and secondary supply in all property market asset classes.",https://www.savills.com.vn/talk-to-us/careers/current-vacancies/internship-vacancies/intern-of-market-research.aspx,0,0,1,0,0,0.001143347,0.000480663,0.000512494,0.009847155,0.005848974,0.9743749,0,0,0,0,0,1
5376,Sika,"Procurement Analyst, Intern",0,"HCM*, Dong Nai",200,"Good numerical and data skills, proficient Excel skills; Duration: 6 months (Aug 2023 - Jan 2024)",https://www.linkedin.com/jobs/view/3677675302,0,0,1,0,0,9.39E-06,0.52956504,0.45787734,0.018781656,0.000391611,0.000177123,0,1,0,0,0,0
1838,TalentJDI's Client,Data Engineer Intern,0,HCM,200,Good knowledge and experience using Python for data processing. Experience with SQL and NoSQL.,https://talentjdi.com/job/data-engineer-intern-dei01/,0,0,1,0,0,0.9999934,1.30E-07,0.32503733,0.001366968,1.10E-08,1.23E-05,1,0,0,0,0,0
2479,Enouvo,Machine Learning / AI Intern,0,Da Nang,200,"Have a good grasp of Mathematics especially Linear Algebra, Probability, Discrete Math",https://enouvo.com/careers/machine-learning-ai-intern-2/,0,0,1,0,0,0.08403056,1.97E-05,3.77E-08,1.68E-06,1.08E-06,0.993465,0,0,0,0,0,1
3031,NielsenIQ ( NIQ ),Project Management Intern,0,HCM,200,Proficient in Excel; Fresh graduates or 4th-year students who can work full-time;,https://www.linkedin.com/jobs/view/3616156174/,0,0,1,0,0,0.033030763,2.76E-06,0.025264703,0.001873592,0.000498542,0.7374754,0,0,0,0,0,1
4345,Socotec,Data Analyst Intern,0,HN,200,Proficient in data analysis & visualization tools such as PowerBI,https://www.topcv.vn/viec-lam/data-analyst-intern/1059342.html,0,0,1,0,0,2.86E-05,0.9996811,0.002726964,0.00621666,1.88E-06,6.90E-07,0,1,0,0,0,0
3464,MLTech Soft,AI Engineer Intern,0,HCM,200,Basic knowledge of ML/DL and Image Processing/Computer Vision,https://www.linkedin.com/jobs/view/ai-engineer-intern-at-mltech-soft-3629507348,0,0,1,0,0,0.55762017,0.00059842,0.19558,0.038810156,0.003645817,0.0912401,1,0,0,0,0,0
774,Savills,Valuation and Feasibility Study Intern,0,HN,200,Minimizing risk while maximizing returns for our clients.,https://www.savills.com.vn/talk-to-us/careers/current-vacancies/internship-vacancies/intern-of-valuation-and-feasibility-study.aspx,0,0,1,0,0,0.006644816,0.000480077,0.30909947,0.23156796,0.029834244,0.4583697,0,0,0,0,0,0
1517,Algotrade,Algorithmic Trading Intern,0,HCM,200,Able to commit 20 hours a week in 6 months,https://www.algotrade.vn/internship,0,0,1,0,0,0.15970644,3.52E-06,3.40E-05,8.97E-06,1.86E-07,0.9659245,0,0,0,0,0,1
5721,Bach Hoa Xanh,"Data Analyst, Intern",0,HCM,200,Final year student or recent graduate; Minimum 4 days/week to study and work at the company.,https://vieclam.thegioididong.com/tuyen-dung/thuc-tap-sinh-mang-phan-tich-du-lieu-bach-hoa-xanh-data-analyst-toi-uu-van-hanh-ba-454,0,0,1,0,0,7.66E-06,0.9998479,5.12E-05,0.000334887,1.47E-06,3.49E-07,0,1,0,0,0,0
3288,Publicis Groupe,"Strategic Planning Trainee, Saatchi & Saatchi",0,HCM,200,Strong ability to research and synthesize large amounts of data and information; Clearly present data that drives innovation,https://jobs.smartrecruiters.com/PublicisGroupe/743999911324515-strategic-planning-trainee,0,0,1,0,0,0.011684599,4.28E-08,0.595063,0.000146265,2.65E-08,0.8492147,0,0,1,0,0,1
3194,Concung,Finance Intern,0,HCM,210,"Trained to understand how to build and standardize core data sets (Master Data) in the Finance - Accounting system of retail businesses.; Priority is given to 4th year university students, fresh graduates, majoring in Accounting and Finance;",https://careerstart.vn/vi/tim-viec-lam/finance-intern.35A8257C.html,0,0,1,0,0,0.002384568,1.34E-06,0.9476234,0.029314313,0.000376867,0.023172308,0,0,1,0,0,0
5804,VPBank,Integrated Risk Management Intern,0,HN,210,"Senior student or higher level majored in Economics, Finance, Banking, Risk Management, Mathematics, Mathematics – Applied Informatics, Economic Mathematics, Quantitative Finance or other related major.",https://www.linkedin.com/jobs/view/3688153106/,0,0,1,0,0,0.09956587,1.22E-08,1.87E-06,1.08E-07,7.35E-12,0.9748719,0,0,0,0,0,1
5616,WorldQuant,WQBRAIN Research Intern,0,HN,210,"Possess or expect a Bachelor’s degree or advanced degree in engineering, science, mathematics, finance or any other related field that is highly analytical and quantitative from a leading universit",https://www.worldquant.com/career-listing/?id=4248900006,0,0,1,0,0,2.98E-06,0.002310902,8.16E-07,0.004364355,1.07E-05,0.9935312,0,0,0,0,0,1
5947,Ninja Van,Data Analyst Intern,0,HCM,210,"Final year student or graduated from College/University majoring in Information Technology, Computer Science, Software Engineering, Mathematical Information Technology or equivalent majors",https://www.topcv.vn/viec-lam/thuc-tap-sinh-data-analyst/1100983.html,0,0,1,0,0,2.17E-06,0.9999119,0.000153109,0.000513622,1.60E-07,1.72E-07,0,1,0,0,0,0
6088,VNG Corporation,"Data Science Intern, Zalopay",0,HCM,210,"Strong machine learning/statistics background with hands-on experience in academia and/or industry, sourcing, cleaning, manipulating and analyzing large volumes of data;",https://career.vng.com.vn/tim-kiem-viec-lam/chi-tiet/4835-data-science-intern-zalopay-vi,0,0,1,0,0,0.00138468,3.72E-07,0.00191955,3.43E-07,2.94E-11,0.92053545,0,0,0,0,0,1
4619,Bang Huu ( Amigo Technologies ),Data Specialist Intern,0,HN,210,"Trained in skills for Data Specialist position; Can participate in internship: full time 2-3 days/week, or part time at least 70% of sessions/week.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-data/1066536.html,0,0,1,0,0,0.27604276,8.38E-07,0.017279008,4.34E-05,1.74E-08,0.22610515,0,0,0,0,0,0
3532,BAP IT,SAP Intern,0,HCM,210,"3rd/ final year, or graduated student with background in Finance, Accounting, Business Administration, Information Systems or related; JLPT N3",https://www.linkedin.com/jobs/view/3629541147,0,0,1,0,0,0.000141537,7.88E-07,2.78E-10,7.63E-08,1.20E-09,0.99991286,0,0,0,0,0,1
5468,UNDP,GCF2 Database Management Support Intern,0,HN,210,"Proficiency in database management and statistical software(s) (e.g., STATA, SPSS, R Programming, Microsoft Access, SQL, Power BI etc.)",https://jobs.undp.org/cj_view_job.cfm?cur_job_id=113523,0,0,1,0,0,0.001557507,0.000114722,1.35E-05,0.00021093,4.31E-05,0.99727184,0,0,0,0,0,1
6583,VPBank,Data Scientist Intern,0,HN,210,"University graduate or final year student majoring in: Finance, economics, banking, math, information technology or related majors.",https://www.topcv.vn/viec-lam/data-scientist-intern-ha-noi-ta107/1120740.html,0,0,1,0,0,9.37E-05,0.00270446,0.22468013,0.018100286,5.51E-05,0.3430189,0,0,0,0,0,0
6087,VNG Corporation,"Data Analysis Intern, Zalopay",0,HCM,210,"Experience in BI tools (e.g., Tableau) and big data computation (i.e., by using computation engine such as Spark) is a plus.",https://career.vng.com.vn/tim-kiem-viec-lam/chi-tiet/4839-data-analysis-intern-zalopay-vi,0,0,1,0,0,0.26936823,3.09E-07,0.009538172,6.48E-05,7.73E-10,0.15417667,0,0,0,0,0,0
6435,FINPROS,Data Science Intern,0,HCM,210,Develop tools to store data and track investment performance. Optimize the write/read performance of the database system.,https://www.topcv.vn/viec-lam/data-science-intern-khu-vuc-ho-chi-minh/1115037.html,0,0,1,0,0,0.1275154,3.17E-06,3.90E-09,7.47E-08,6.16E-11,0.8641761,0,0,0,0,0,1
4944,Air Liquide,Data Analysis Intern,0,HN,210,Understand the current Power BI reports and their sources; Migrate the connection from Google Sheets to Power BI,https://www.vietnamworks.com/data-analysis-intern-1-1671901-jv,0,0,1,0,0,0.001336825,0.012768057,0.00158024,0.033163317,0.000747112,0.64399827,0,0,0,0,0,1
